location,title,rooms,m2,build_material,year,page,kinder_garden,metro_station,price_eur
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",3,80,Tuhla,2012.0,172,0,1,168000
Pavlovo,"Tristaen apartament Pavlovo
Pavlovo, Sofia",3,110,Tuhla,1992.0,172,0,1,168000
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",3,83,Tuhla,2012.0,172,0,1,166000
Vitosa,"Ednostaen apartament 40 kv.m Tuhla 2022 g. 2 etaj Neposleden
Vitosa, Sofia",0,40,Tuhla,2022.0,172,0,1,74000
Lagera,"Prostoren apartament s 2 spalni v kv. Lagera
Lagera, Sofia",4,92,Panel,1995.0,172,0,1,165000
Zona B19,"Obzaveden apartament do mol Sofia
Zona B19, Sofia",2,60,Tuhla,2014.0,172,0,1,120000
Ovca Kupel 2,"Panoramen apartament v nova sgrada do bolniza ”Doverie” i metro ”Ovca kupel 2”
 Ovca Kupel 2, Sofia",3,125.28,Tuhla,2023.0,172,0,1,172047
Tolstoj,"Tristaen apartament 85 kv.m Tuhla 2018 g. 3 etaj
Tolstoj, Sofia",3,85,Tuhla,2018.0,172,0,1,170000
Levski G,"Dvustaen apartament 74 kv.m Tuhla 2019 g. 5 etaj
Levski G, Sofia",2,74,Tuhla,2019.0,172,0,1,148000
Ovca Kupel,"Tristaen apartament
 Ovca Kupel, Sofia",3,122,Tuhla,2024.0,172,0,1,144000
Slavia,"Elegantna sgrada s_s sobstven dvor v kvartal Slavia
 Slavia, Sofia",2,71.54,Tuhla,2024.0,172,0,1,159407
Razsadnika,"Sl_ncev ednostaen apartament v kv. Razsadnika
Razsadnika, Sofia",0,45,Panel,1980.0,172,0,1,97000
Ivan Vazov,"Mnogostaen apartament, Ivan Vazov
Ivan Vazov, Sofia",4,154,Tuhla,2003.0,174,0,0,462000
Drujba 1,"Prodava apartament do metrostanzia Isk_rsko sose
Drujba 1, Sofia",2,60,Panel,1970.0,174,0,1,95000
Dragalevzi,"Mnogostaen apartament 210 kv.m Tuhla 2020 g. 6 etaj Posleden etaj
Dragalevzi, Sofia",4,210,Tuhla,2020.0,174,0,1,336000
Hladilnika,"prodavam dvustaen
 Hladilnika, Sofia",2,55,Tuhla,2008.0,174,0,1,140000
Mladost 2,"Dvustaen za prodajba, Mladost 2
Mladost 2, Sofia",2,90,Tuhla,2017.0,174,0,1,159000
Lulin 2,"Tristaen za prodajba, Lulin 2
Lulin 2, Sofia",3,107,Panel,1986.0,174,0,1,154000
Nadejda 3,"Dvustaen apartament 42 kv.m Panel 1976 g. 4 etaj Neposleden
Nadejda 3, Sofia",2,42,Panel,1976.0,175,0,0,77700
Zent_r,"Prodavam prostoren i svet_l, tuhlen apartament na ul. Solunska
Zent_r, Sofia",4,147,Tuhla,1940.0,175,0,1,418000
Zent_r,"Dvustaen apartament v zent_ra na Sofia
Zent_r, Sofia",2,43,Tuhla,1960.0,175,0,1,104000
Zent_r,"Atelie s edna spalna i hol v zent_ra na Sofia
Zent_r, Sofia",0,43,Tuhla,1960.0,175,0,1,104000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 128.28 kv.m., 217000 €
Malinova Dolina, Sofia",3,128,Tuhla,2023.0,175,0,1,217000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 115 kv.m., 154000 €
Malinova Dolina, Sofia",3,115,Tuhla,2023.0,176,0,0,154000
Goze Delcev,"Apartament s otlicno razpredelenie v sgrada s razresenie za polzvane
Goze Delcev, Sofia",2,112,Tuhla,2022.0,176,0,1,250875
Ovca Kupel,"Tristaen apartament v kv. Ovca Kupel
Ovca Kupel, Sofia",3,100,Panel,1995.0,176,0,1,119000
Ovca Kupel,"Dvustaen apartament v kv. Ovca Kupel AKT16
Ovca Kupel, Sofia",2,64,Tuhla,2022.0,176,0,1,112000
Vr_bniza 1,"Dvustaen apartament kv. Vr_bniza 1
Vr_bniza 1, Sofia",2,57,Tuhla,2024.0,176,0,1,77000
Hadji Dimit_r,"Tristaen apartament, Hadji Dimit_r
Hadji Dimit_r, Sofia",3,53,Tuhla,1982.0,176,0,1,106000
Mladost 4,"Tristaen apartament Mladost 4
Mladost 4, Sofia",3,109,Tuhla,2023.0,176,0,1,217000
Ovca Kupel,"Tristaen v Ovca kupel
Ovca Kupel, Sofia",3,80,Panel,1986.0,176,0,1,150000
Nadejda 2,"Dvustaen apartament v kv. Nadejda AKT16
Nadejda 2, Sofia",2,57,Tuhla,2019.0,176,0,1,125000
Suhodol,"Tristaen v Suhodol
Suhodol, Sofia",3,73,Tuhla,1999.0,176,0,1,110000
Manastirski Livadi,"Tristaen apartament do MOL B_lgaria v sgrada s razresenie za polzvane
Manastirski Livadi, Sofia",3,112,Tuhla,2022.0,176,0,1,250875
Zent_r,"Ednostaen apartament, Sofia zent_r
Zent_r, Sofia",0,40,Tuhla,2009.0,176,0,1,150000
Vitosa,"Dvustaen apartament v j.k. Vitosa
Vitosa, Sofia",2,53,Tuhla,2023.0,176,0,1,119588
Vitosa,"Tristaen apartament v j.k. Vitosa
Vitosa, Sofia",3,120,Tuhla,2023.0,176,0,1,215550
Hladilnika,"Nov, luks 4-staen do mol Paradajs
Hladilnika, Sofia",4,163,Tuhla,2022.0,176,0,1,370000
Manastirski Livadi,"Apartament v moderna nova sgrada v kv. Manastirski livadi - iztok
 Manastirski Livadi, Sofia",3,113,Tuhla,2023.0,176,0,1,218000
Kr_stova Vada,"Reina Sofia Residence - visok klas jilisa energien klas A blizo do Zoopark Sofia i Loven park
 Kr_stova Vada, Sofia",2,81.71,Tuhla,2024.0,176,0,1,150000
Malinova Dolina,"Dvustaen za prodajba, Malinova Dolina
Malinova Dolina, Sofia",2,50,Tuhla,2023.0,176,0,1,109000
Drujba 1,"Dvustaen apartament v j.k. Drujba 1
Drujba 1, Sofia",2,70,EPK/PK,1980.0,176,0,1,105000
Studentski Grad,"Dvustaen apartament, Studentski grad
Studentski Grad, Sofia",2,71,Tuhla,2022.0,177,0,0,146000
Studentski Grad,"Dvustaen apartament, Studentski grad
Studentski Grad, Sofia",2,55,Tuhla,2022.0,177,0,0,116000
Goze Delcev,"Tristaen apartament, Goze Delcev
Goze Delcev, Sofia",3,120,EPK/PK,1988.0,177,1,0,299000
Lozenez,"Prrodava tristaen apartament v Lozenez, 202 000EUR
 Lozenez, Sofia",3,76,Tuhla,1996.0,177,1,0,202000
Lagera,"Dvustaen apartament v Lagera
Lagera, Sofia",2,79,Tuhla,2022.0,177,1,0,170000
Kr_stova Vada,"Tristaen apartament v Kr_stova vada
Kr_stova Vada, Sofia",3,103,Tuhla,2022.0,177,1,0,269360
Krasno Selo,"Dvustaen apartament, kv. Krasno selo
Krasno Selo, Sofia",2,65,Panel,1970.0,177,1,0,180000
Ovca Kupel,"4 staen obzaveden apartament v kv. Ovca kupel
Ovca Kupel, Sofia",4,183,Tuhla,2016.0,177,1,0,398940
Ovca Kupel 2,"Nov proekt v kv. Ovca kupel 2 na etap Razresitelno za stroej
 Ovca Kupel 2, Sofia",2,72,Tuhla,2025.0,177,1,0,93639
Suhata reka,"Vpecatlavas dvustaen apartament v kv. Suhata Reka
Suhata reka, Sofia",2,74,Tuhla,2023.0,177,1,0,151000
Suhata reka,"Vpecatlavas tristaen apartament v kv. Suhata Reka
Suhata reka, Sofia",3,109,Tuhla,2023.0,177,1,0,218100
Studentski Grad,"tristaen za prodajba, Studentski grad
Studentski Grad, Sofia",3,90,Tuhla,2023.0,177,1,0,204000
B_kston,"Tristaen apartament
B_kston, Sofia",3,80,Panel,1970.0,177,1,0,150000
Malinova Dolina,"Mnogostaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",4,155,Tuhla,2023.0,177,1,0,222000
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s AKT 14!!!
Malinova Dolina, Sofia",4,170,Tuhla,2023.0,177,1,0,267000
Malinova Dolina,"Cetiristaen apartament v Malinova dolina
 Malinova Dolina, Sofia",4,119,Tuhla,2023.0,177,1,0,213600
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s AKT 14!
Malinova Dolina, Sofia",4,155,Tuhla,2023.0,177,1,0,222000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 105.94 kv.m., 154913 €
Malinova Dolina, Sofia",3,106,Tuhla,2023.0,177,1,0,154913
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 71.14 kv.m., 129422 €
Malinova Dolina, Sofia",2,71,Tuhla,2023.0,177,1,0,129422
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 66 kv.m., 92000 €
Malinova Dolina, Sofia",2,66,Tuhla,2023.0,177,1,0,92000
Zent_r,"Mnogostaen v idealnia zent_r na Sofia
 Zent_r, Sofia",4,120,Tuhla,1970.0,177,1,0,450000
Malinova Dolina,"Dvustaen za prodajba, Malinova Dolina
Malinova Dolina, Sofia",2,79,Tuhla,2024.0,178,0,0,98151
Malinova Dolina,"Tristaen za prodajba, Malinova Dolina
Malinova Dolina, Sofia",3,163,Tuhla,2024.0,178,0,0,202145
Malinova Dolina,"Tristaen za prodajba, Malinova Dolina
Malinova Dolina, Sofia",3,93,Tuhla,2024.0,178,0,0,146370
Krasno Selo,"Dvustaen za prodajba, Krasno selo
Krasno Selo, Sofia",2,65,Panel,1985.0,178,0,0,185000
Vitosa,"Dvustaen apartament v malka sgrada s dvor i detska plosadka
 Vitosa, Sofia",2,73.34,Tuhla,2024.0,178,0,0,106343
Ovca Kupel,"Dvustaen apartament- kv. Ovca Kupel, gr. Sofia
 Ovca Kupel, Sofia",2,93,Tuhla,2021.0,178,0,0,149990
Zent_r,"Mnogostaen apartament, Zent_r
Zent_r, Sofia",4,160,Tuhla,2020.0,178,0,1,325000
Zent_r,"Dvustaen apartament Sofia do Ministerski s_vet
Zent_r, Sofia",2,73,Tuhla,1958.0,178,0,1,249990
Zent_r,"Tristaen apartament, Zent_r
Zent_r, Sofia",3,76,Tuhla,1921.0,178,1,1,104900
Lulin 6,"Tristaen apartament Lulin 6
 Lulin 6, Sofia",3,120,Tuhla,2026.0,178,1,1,174189
Studentski Grad,"Tristaen apartament, Studentski grad
Studentski Grad, Sofia",3,90,Tuhla,2023.0,178,1,1,198000
Mladost 3,"Tristaen za prodajba, Mladost 3
Mladost 3, Sofia",3,90,Panel,1979.0,178,1,1,183000
Zent_r,"Mnogostaen apartament v Zent_ra
Zent_r, Sofia",4,91,Tuhla,1965.0,178,1,1,335000
Zent_r,"Tristaen apartament v Zent_ra
Zent_r, Sofia",3,91,Tuhla,1965.0,178,1,1,335000
Hadji Dimit_r,"Tristaen apartament v j.k. Hadji Dimit_r
Hadji Dimit_r, Sofia",3,92,Panel,1987.0,178,1,1,191500
Kr_stova Vada,"Svet_l tristaen apartament v moderna sgrada
Kr_stova Vada, Sofia",3,109,Tuhla,2024.0,178,1,1,178800
Razsadnika,"Castno lize prodava 3-staen apartament v j.k. Razsadnika
Razsadnika, Sofia",3,84,Panel,1985.0,178,1,1,139000
Manastirski Livadi,"Prodava tristaen nova tuhla gr. Sofia kv. Manastirski livadi, 281 250EUR
Manastirski Livadi, Sofia",3,125,Tuhla,2022.0,178,1,1,281250
Gorublane,"Obzavedeno jilise v nova sgrada v kv. Gorublane
 Gorublane, Sofia",2,61,Tuhla,2000.0,178,1,1,129000
Kr_stova Vada,"Sestetajna sgrada s podzemen garaj v kv. Kr_stova vada
 Kr_stova Vada, Sofia",3,91.5,Tuhla,2024.0,178,1,1,165000
Mladost 3,"Dvustaen v Mladost 3
Mladost 3, Sofia",2,71,Tuhla,2023.0,179,0,0,125000
Lulin 2,"Tristaen za prodajba, Lulin2
Lulin 2, Sofia",3,88,Panel,1978.0,179,0,0,132500
Manastirski Livadi,"Tristaen apartament Manastirski livadi
Manastirski Livadi, Sofia",3,160,Tuhla,2008.0,179,0,0,275000
Lulin 3,"Tristaen apartament Lulin 3
Lulin 3, Sofia",3,88,EPK/PK,1980.0,179,0,0,145000
Zent_r,"Cetiristaen apartament Zent_r
Zent_r, Sofia",4,159,Tuhla,1950.0,179,0,0,398000
Studentski Grad,"Tristaen apartament
Studentski Grad, Sofia",3,121,Tuhla,2009.0,179,0,0,220000
Vitosa,"Tristaen apartament
Vitosa, Sofia",3,118,Tuhla,2010.0,179,0,0,210000
Zent_r,"Moderen ednostaen apartament v Zent_r
Zent_r, Sofia",0,40,Tuhla,2009.0,179,0,0,150000
Zent_r,"Mnogostaen apartament, Zent_r
Zent_r, Sofia",4,110,Tuhla,1960.0,179,1,0,218000
Zent_r,"Ednostaen apartament- Zent_r, gr. Sofia
 Zent_r, Sofia",0,40,Tuhla,2008.0,179,1,0,150000
Obela 2,"Tristaen za prodajba, Obela 2
Obela 2, Sofia",3,85,Panel,1988.0,179,1,0,123600
Ovca Kupel,"Dvustaen tuhlen apartament - 75 kv.
Ovca Kupel, Sofia",2,75,Tuhla,2024.0,179,1,0,123000
Nadejda 2,"Tristaen apartament, Nadejda 2
Nadejda 2, Sofia",3,80,Panel,1984.0,179,1,1,185000
Dragalevzi,"Apartament v inovativen kompleks v polite na Vitosa
 Dragalevzi, Sofia",4,575.66,Tuhla,2023.0,179,1,1,1265000
Zent_r,"3-staen do NDK
 Zent_r, Sofia",3,72,Tuhla,1974.0,179,1,1,279000
Vitosa,"Tristaen ap. za prodajba v kv. Vitosa
Vitosa, Sofia",3,158,Tuhla,2023.0,179,1,1,237240
Manastirski Livadi,"Dvustaen za prodajba, Manastirski Livadi
Manastirski Livadi, Sofia",2,105,Tuhla,2016.0,179,1,1,328900
Tolstoj,"Tristaen apartament 85 kv.m Tuhla 2023 g. 3 etaj Neposleden
Tolstoj, Sofia",3,85,Tuhla,2023.0,180,1,1,170000
Suhata reka,"Uuten dvustaen apartament v kv. Suhata Reka
Suhata reka, Sofia",2,74,EPK/PK,2004.0,180,1,1,170000
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",3,90,Tuhla,2025.0,180,1,1,135247
Malinova Dolina,"Trisaten apartament v Malinova dolina
Malinova Dolina, Sofia",3,111,Tuhla,2025.0,180,1,1,167310
Ovca Kupel 1,"Dvustaen apartament v j.k. Ovca Kupel 1
Ovca Kupel 1, Sofia",2,76,Tuhla,2024.0,180,1,1,124900
Malinova Dolina,"Tristaen apartament v Malinova dolina
Malinova Dolina, Sofia",2,120,Tuhla,2025.0,180,1,1,179000
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,121,Tuhla,2025.0,180,1,1,155000
Malinova Dolina,"Dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",2,68,Tuhla,2025.0,180,1,1,94847
Malinova Dolina,"Tristaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",3,119,Tuhla,2025.0,181,0,0,155000
Malinova Dolina,"Ujen dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",2,78,Tuhla,2024.0,181,0,0,94644
Malinova Dolina,"Dvustaen apartament v kv. Malinova dolina
Malinova Dolina, Sofia",4,69,Tuhla,2024.0,181,0,0,105000
Malinova Dolina,"Dvustaen apartament v nov kompleks, kv. Malinova dolina
Malinova Dolina, Sofia",3,71,Tuhla,2024.0,181,0,0,105178
Vitosa,"Apartament za investizia v kv. Vitosa v zatvoren kompleks
Vitosa, Sofia",0,57,Tuhla,2023.0,181,0,0,56000
Manastirski Livadi,"Dvustaen za prodajba, Manastirski Livadi
Manastirski Livadi, Sofia",2,62,Tuhla,2020.0,181,0,0,155000
Krasna Polana,"Dvustaen v Krasna polana
Krasna Polana, Sofia",2,50,Tuhla,1960.0,181,0,0,102500
Manastirski Livadi,"Tristaen Manastirski livadi
Manastirski Livadi, Sofia",3,86,Tuhla,2021.0,181,0,0,216000
Ovca Kupel 2,"Tristaen apartament- kv. Ovca Kupel 2, gr. Sofia
 Ovca Kupel 2, Sofia",3,80,Panel,1986.0,181,0,0,150000
Nadejda 3,"Tristaen apartament v kv. Nadejda 3
Nadejda 3, Sofia",3,105,Tuhla,2024.0,181,0,0,126000
Lulin 3,"2-STAEN grad Sofia, Lulin 3
Lulin 3, Sofia",2,64,Tuhla,2024.0,181,0,0,92000
Lulin 3,"2-STAEN grad Sofia, Lulin 3
Lulin 3, Sofia",2,66,Tuhla,2024.0,181,0,0,92000
Lulin 3,"3-STAEN grad Sofia, Lulin 3
Lulin 3, Sofia",3,122,Tuhla,2024.0,181,0,0,169900
Lulin 8,"Tristaen apartament 123 kv.m Tuhla 2023 g. 7 etaj Posleden etaj
Lulin 8, Sofia",3,123,Tuhla,2023.0,181,0,0,142000
7-mi 11-ti kilomet_r,"Dvustaen apartament v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r.
7-mi 11-ti kilomet_r, Sofia",2,67,Tuhla,2025.0,181,0,0,112644
7-mi 11-ti kilomet_r,"Tristaen apartament za prodajba v novostoasa se sgrada v kv. 7-mi 11-ti kilomet_r.
7-mi 11-ti kilomet_r, Sofia",3,100,Tuhla,2025.0,181,0,0,156499
7-mi 11-ti kilomet_r,"Dvustaen apartament za prodajba v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r.
7-mi 11-ti kilomet_r, Sofia",2,70,Tuhla,2025.0,181,0,0,116962
7-mi 11-ti kilomet_r,"Dvustaen apartament za prodajba v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r.
7-mi 11-ti kilomet_r, Sofia",2,67,Tuhla,2025.0,181,0,0,112644
7-mi 11-ti kilomet_r,"Tristaen apartament za prodajba v novostoasa se sgrada v kv. 7-mi 11-ti kilomet_r.
7-mi 11-ti kilomet_r, Sofia",3,110,Tuhla,2025.0,181,0,0,188168
7-mi 11-ti kilomet_r,"Tristaen apartament za prodajba v novostoasa se sgrada v kv. 7-mi 11-ti kilomet_r.
7-mi 11-ti kilomet_r, Sofia",3,104,Tuhla,2025.0,181,0,0,162692
7-mi 11-ti kilomet_r,"Tristaen apartament za prodajba v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r
7-mi 11-ti kilomet_r, Sofia",3,110,Tuhla,2025.0,181,0,0,185405
Zapaden Park,"Ednostaen, Zapaden park, 70000 evro, remontiran, obzaveden
 Zapaden Park, Sofia",0,37,Tuhla,1964.0,181,0,0,70000
Lozenez,"Tristaen apartament v kv. Lozenez
 Lozenez, Sofia",3,172,Tuhla,2024.0,182,0,0,556000
Drujba 1,"Dvustaen apartament v Drujba 1, v stroej, ocakvan Akt 16 uni 2024 g.
Drujba 1, Sofia",2,75,Tuhla,2024.0,182,0,0,101705
Drujba 1,"Dvustaen apartament v Drujba 1, v stroej, ocakvan Akt 16 uni 2024 g.
 Drujba 1, Sofia",2,68,Tuhla,2024.0,182,0,0,92328
Drujba 1,"Dvustaen apartament v Drujba 1, v stroej, ocakvan Akt 16 uni 2024 g.
 Drujba 1, Sofia",2,84,Tuhla,2024.0,182,0,0,125663
Drujba 1,"Dvustaen apartament v Drujba 1, v stroej, ocakvan Akt 16 uni 2024 g.
 Drujba 1, Sofia",2,85,Tuhla,2024.0,182,0,0,127040
Drujba 1,"Dvustaen apartament s golama terasa v Drujba 1, v stroej, ocakvan Akt 16 uni 2024 g.
 Drujba 1, Sofia",2,103,Tuhla,2024.0,182,0,0,146416
Goze Delcev,"tristaen za prodajba, Goze Delcev
Goze Delcev, Sofia",3,60,Tuhla,1967.0,182,0,0,166500
Lulin 7,"Dvustaen apartament 50 kv.m Panel 1980 g. 8 etaj
Lulin 7, Sofia",2,50,Panel,1980.0,182,0,0,85000
Malinova Dolina,"Funkzionalni jilisa v nova sgrada kv. Malinova dolina
 Malinova Dolina, Sofia",0,40.22,Tuhla,2024.0,182,0,0,66903
Mladost 4,"Apartament do Biznes parka s cudesen izgled
 Mladost 4, Sofia",3,110,Tuhla,2023.0,182,0,0,226630
Lulin 2,"Casticno dov_rsen nov apartament
 Lulin 2, Sofia",3,126,Tuhla,2013.0,182,0,0,164999
Drujba 2,"Dvustaen apartament za prodajba v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r.
Drujba 2, Sofia",2,70,Tuhla,2025.0,182,0,1,116962
Drujba 2,"Tristaen apartament za prodajba v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r.
Drujba 2, Sofia",3,104,Tuhla,2023.0,182,0,1,175022
Drujba 2,"Tristaen apartament za prodajba v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r.
Drujba 2, Sofia",3,110,Tuhla,2025.0,183,0,0,185405
Mladost 1a,"Tristaen ap. za prodajba v kv. Mladost 1A
Mladost 1a, Sofia",3,91,Panel,1986.0,183,0,1,195000
7-mi 11-ti kilomet_r,"Tristaen aparament v novostroasa se sgrada v kv. 7-mi 11-ti kilomet_r
7-mi 11-ti kilomet_r, Sofia",3,104,Tuhla,2025.0,183,0,1,175022
Zaharna Fabrika,"Dvustaen apartament, Zaharna fabrika
Zaharna Fabrika, Sofia",2,47,Tuhla,1965.0,183,1,1,85000
Tolstoj,"Tristaen za prodajba, Tolstoj
Tolstoj, Sofia",3,85,Tuhla,2018.0,183,1,1,170000
Zapaden Park,"Prodava ednostaen apartament do Zapaden park
Zapaden Park, Sofia",0,37,Tuhla,1960.0,183,1,1,70000
Lulin 2,"Tristaen apartament 100 kv.m Panel 1978 g. 1 etaj
Lulin 2, Sofia",3,100,Panel,1978.0,183,1,1,129900
Vitosa,"Tristaen apartament, Vitosa
Vitosa, Sofia",3,97,Tuhla,2011.0,183,1,1,187000
Voenna Rampa,"Tristaen apartament v nova moderna sgrada do bul. ”Rojen”
 Voenna Rampa, Sofia",3,90,Tuhla,2023.0,183,1,1,108000
Zona B5,"Komunikativen tristaen apartament v kv. Zona B5
Zona B5, Sofia",3,116,Tuhla,2007.0,183,1,1,230000
D_rveniza,"Ednostaen apartament s predpocitana lokazia v kv. D_rveniza
 D_rveniza, Sofia",0,46.82,Tuhla,2025.0,183,1,1,82418
D_rveniza,"Dvustaen apartament s izklucitelna gledka k_m Vitosa
 D_rveniza, Sofia",2,63.43,Tuhla,2024.0,183,1,1,120059
Studentski Grad,"Prostoren apartament s komunikativna lokazia v Studentski grad
 Studentski Grad, Sofia",3,108.69,Tuhla,2026.0,183,1,1,139500
Slatina,"Dvustaen apartament v j.k Slatina
Slatina, Sofia",2,46,Panel,1987.0,183,1,1,93000
Mladost 1,"Dvustaen apartament, Mladost 1
Mladost 1, Sofia",2,57,Panel,1976.0,183,1,1,118000
Manastirski Livadi,"Dvustaen apartament za prodajba v nova sgrada v kv. Manastirski livadi-iztok
Manastirski Livadi, Sofia",2,84,Tuhla,2023.0,183,1,1,134000
Sveta Troiza,"Dvustaen apartament 61 kv.m Tuhla 1966 g. 3 etaj Neposleden
Sveta Troiza, Sofia",2,61,Tuhla,1966.0,183,1,1,119998
Malinova Dolina,"Dvustaen apartament 70.48 kv.m Tuhla 2 etaj
 Malinova Dolina, Sofia",2,69.25,Tuhla,2023.0,183,1,1,121180
Iztok,"Dvustaen za prodajba, Iztok
Iztok, Sofia",2,62,Tuhla,2009.0,183,1,1,232000
Vitosa,"Tristaen za prodajba, Vitosa
Vitosa, Sofia",3,120,Tuhla,2023.0,183,1,1,215550
Drujba 1,"Tristaen za prodajba, Drujba 1
Drujba 1, Sofia",3,102,EPK/PK,1970.0,183,1,1,152000
Mladost 2,"Dvustaen za prodajba, Mladost 2
Mladost 2, Sofia",2,66,Tuhla,2009.0,183,1,1,130000
Malinova Dolina,"Tristaen apartament 104 kv.m Tuhla 2024 g. 2 etaj Posleden etaj
Malinova Dolina, Sofia",3,104,Tuhla,2024.0,183,1,1,150000
Malinova Dolina,"2-staen apartament
Malinova Dolina, Sofia",2,66,Tuhla,2024.0,184,0,0,96000
Malinova Dolina,"3-staen apartament
Malinova Dolina, Sofia",3,109,Tuhla,2024.0,184,0,0,165000
Malinova Dolina,"3-staen parteren apartament s dvor i parkomasto
Malinova Dolina, Sofia",3,102,Tuhla,2024.0,184,0,0,150000
Reduta,"Luksozna sgrada v naj jelanata cast na j.k Reduta
Reduta, Sofia",3,132,Tuhla,2025.0,184,0,0,264000
Zent_r,"Dvustaen apartament v butikova sgrada v zent_ra na Sofia
Zent_r, Sofia",2,75,Tuhla,2024.0,184,0,0,177000
Reduta,"Tristaen apartament 130 kv.m Tuhla 2025 g. 3 etaj Posleden etaj
Reduta, Sofia",3,130,Tuhla,2025.0,184,0,0,260000
Lozenez,"Butikova sgrada v kvartal Lozenez
Lozenez, Sofia",2,78,Tuhla,2025.0,184,0,0,217775
Zent_r,"Funkzionalen dvustaen apartament do L_vov most
Zent_r, Sofia",2,76,Tuhla,2025.0,184,0,1,142043
Sofia,"Nov jilisen kompleks ot zatvoren tip
Sofia",3,119,Tuhla,2023.0,184,0,1,212352
Sofia,"Nov jilisen kompleks ot zatvoren tip
Sofia",2,56,Tuhla,2023.0,184,0,1,94159
Zent_r,"Tristaen apartament 80 kv.m Tuhla 2000 g. 5 etaj
Zent_r, Sofia",3,80,Tuhla,2000.0,184,0,1,225000
m. G_rdova glava,"Cetiristaen apartament v nova jilisna sgrada v m-t G_rdova glava
 m. G_rdova glava, Sofia",4,143.67,Tuhla,2023.0,184,0,1,258606
m. G_rdova glava,"Tristaen apartament v nova jilisna sgrada v m-t G_rdova glava
 m. G_rdova glava, Sofia",3,105.36,Tuhla,2023.0,184,0,1,189648
m. G_rdova glava,"Tristaen apartament v nova jilisna sgrada v polite na Vitosa
 m. G_rdova glava, Sofia",3,82.3,Tuhla,2023.0,184,0,1,148140
m. G_rdova glava,"Tristaen apartament s dvor v nova jilisna sgrada v polite na Vitosa
 m. G_rdova glava, Sofia",3,96.94,Tuhla,2023.0,184,0,1,223412
m. G_rdova glava,"Dvustaen apartament s dvor v nova jilisna sgrada v polite na Vitosa
 m. G_rdova glava, Sofia",2,70.09,Tuhla,2023.0,184,0,1,140122
Orlandovzi,"Prodajba ili zamana za apartament na moreto - etaj ot k_sa v Sofia!
Orlandovzi, Sofia",2,82,Tuhla,2010.0,184,0,1,85000
Drujba 1,"Dvustaen za prodajba, Drujba 1
Drujba 1, Sofia",2,70,EPK/PK,1980.0,184,0,1,105000
Studentski Grad,"Dvustaen apartament v moderna sgrada v Studentski grad
 Studentski Grad, Sofia",2,70.25,Tuhla,2026.0,184,0,1,89500
Dianabad,"Tristaen za prodajba, Dianabad
Dianabad, Sofia",3,131,Tuhla,2020.0,184,0,1,356000
Mladost 4,"Tristaen za prodajba, Mladost 4
Mladost 4, Sofia",3,106,Tuhla,2019.0,184,0,1,280000
Studentski Grad,"Jilise s dve spalni v nova sgrada blizo do NSA
 Studentski Grad, Sofia",3,123.43,Tuhla,2026.0,184,0,1,159500
Studentski Grad,"Dvustaen apartament v nova sgrada v kv. Studentski grad
 Studentski Grad, Sofia",2,75.03,Tuhla,2026.0,184,0,1,96300
Zent_r,"Obzaveden dvustaen apartament v sirok zent_r
 Zent_r, Sofia",2,63.6,Tuhla,2022.0,184,0,1,167000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 77 kv.m., 114500 €
Malinova Dolina, Sofia",2,77,Tuhla,2023.0,185,0,0,114500
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 126 kv.m., 185622 €
Malinova Dolina, Sofia",3,126,Tuhla,2023.0,185,0,0,185622
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 78 kv.m., 115588 €
Malinova Dolina, Sofia",2,78,Tuhla,2023.0,185,0,0,115588
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 125 kv.m., 184689 €
Malinova Dolina, Sofia",3,125,Tuhla,2023.0,185,0,0,184689
